publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p735125,earthquake,2019-09-29T23:54:38.386Z,2019-09-30T00:11:45.927Z,174.8350525,-39.1422081,1.874637244,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,7,6,4,0.4619369507,190.4200974,0.3368650798,0
2019p734266,earthquake,2019-09-29T16:17:11.843Z,2019-09-29T16:31:49.576Z,174.0144653,-39.59180832,2.370901883,190.9681091,M,,LOCSAT,confirmed,manual,iasp91,23,20,7,0.7420471311,182.6695786,0.4766666022,0
2019p734040,earthquake,2019-09-29T14:16:36.324Z,2019-10-23T03:22:26.511Z,175.1520233,-38.8418541,2.208568644,191.2530823,M,,LOCSAT,confirmed,manual,iasp91,22,14,7,0.4020835459,97.40167236,0.3026316539,0
2019p731399,earthquake,2019-09-28T14:49:36.398Z,2019-09-28T14:56:58.636Z,174.6193085,-39.62118912,1.61661398,100.0383453,M,,LOCSAT,confirmed,manual,iasp91,21,17,3,0.3124498427,72.30143738,0.323725834,0
2019p730713,earthquake,2019-09-28T08:44:00.530Z,2019-09-28T08:46:48.724Z,175.0713196,-39.15584564,1.908005755,19.99652481,M,,LOCSAT,confirmed,manual,iasp91,26,16,9,0.2453338355,74.79159546,0.3427575368,0
2019p729996,earthquake,2019-09-28T02:22:10.800Z,2019-09-28T02:32:29.797Z,173.8570251,-39.31736374,1.208583436,8.02055645,M,,LOCSAT,confirmed,manual,iasp91,10,6,5,0.05002643913,198.8547964,0.4475728001,0
2019p727312,earthquake,2019-09-27T02:32:19.854Z,2019-09-27T03:43:45.058Z,174.571991,-39.74164581,2.31112663,142.2907104,M,,LOCSAT,confirmed,manual,iasp91,26,16,6,1.14742887,202.4364815,0.3350516774,0
2019p727251,earthquake,2019-09-27T01:59:52.095Z,2019-10-22T03:37:27.548Z,174.2528229,-40.33513641,3.234769897,69.14149475,M,,LOCSAT,confirmed,manual,iasp91,49,35,27,0.5299839973,95.33784485,0.552042365,0
2019p726100,earthquake,2019-09-26T15:46:10.113Z,2019-09-26T16:27:30.235Z,173.8400269,-39.97806549,2.448949831,143.983017,M,,LOCSAT,confirmed,manual,iasp91,16,12,1,0.8251045942,170.7207108,0.5238549839,0
2019p726061,earthquake,2019-09-26T15:25:05.557Z,2019-10-21T22:22:16.681Z,175.202652,-38.78899384,2.997661959,200,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,16,7,0.7508926988,243.9145508,0.499604533,0
2019p726046,earthquake,2019-09-26T15:17:27.299Z,2019-10-21T21:54:55.844Z,174.1444397,-39.74205017,2.575177615,120.4695129,M,,LOCSAT,confirmed,manual,iasp91,31,19,4,0.3450312614,107.3036652,0.6409777115,0
2019p725831,earthquake,2019-09-26T13:22:57.505Z,2019-09-26T13:46:32.610Z,175.0353088,-39.35264206,1.573656908,14.84572887,M,,LOCSAT,confirmed,manual,iasp91,15,9,3,0.2494482696,220.8153992,0.3136632396,0
2019p725274,earthquake,2019-09-26T08:26:31.359Z,2019-10-21T05:05:42.913Z,173.9253998,-39.47387695,2.899044019,17.40646362,M,,LOCSAT,confirmed,manual,iasp91,30,17,11,0.059460897,113.4764099,0.3878394823,0
2019p723865,earthquake,2019-09-25T19:56:20.021Z,2019-09-25T20:14:17.404Z,175.0115051,-39.11591721,1.669076802,22.08657646,M,,LOCSAT,confirmed,manual,iasp91,11,8,5,0.1970269382,152.4546051,0.3094443061,0
2019p721339,earthquake,2019-09-24T21:29:31.332Z,2019-09-24T21:35:20.081Z,174.2742462,-39.89072037,2.470745441,96.79332733,M,,LOCSAT,confirmed,manual,iasp91,27,24,16,0.5643976331,112.203125,0.3962824486,0
2019p721047,earthquake,2019-09-24T18:54:14.748Z,2019-09-24T19:01:00.354Z,174.0319214,-39.71766281,2.388850092,137.2947083,M,,LOCSAT,confirmed,manual,iasp91,20,17,8,0.4231257439,132.5536804,0.341764421,0
2019p718663,earthquake,2019-09-23T21:44:08.618Z,2019-10-18T03:04:40.932Z,174.2375031,-39.71845627,2.543855445,152.8032227,M,,LOCSAT,confirmed,manual,iasp91,44,37,14,0.2877824605,108.5526581,0.3884349074,0
