publicid,TotalCount,mmi1,mmi2,mmi3,mmi4,mmi5,mmi6,mmi7,mmi8,mmi9
2019p754330,1,0,0,0,1,0,0,0,0,0
2019p754276,3,0,0,3,0,0,0,0,0,0
2019p753890,1,0,0,1,0,0,0,0,0,0
2019p753735,1,0,0,1,0,0,0,0,0,0
2019p753648,2,0,0,2,0,0,0,0,0,0
2019p753461,1,0,0,1,0,0,0,0,0,0
2019p753384,1,0,0,1,0,0,0,0,0,0
2019p752453,28,0,0,19,9,0,0,0,0,0
2019p752375,2,0,0,2,0,0,0,0,0,0
2019p752213,10,0,0,7,2,1,0,0,0,0
2019p752201,10,0,0,7,2,1,0,0,0,0
2019p752074,2,0,0,2,0,0,0,0,0,0
2019p751490,1,0,0,1,0,0,0,0,0,0
2019p750535,1,0,0,1,0,0,0,0,0,0
2019p749998,2,0,0,2,0,0,0,0,0,0
2019p749979,2,0,0,2,0,0,0,0,0,0
2019p749850,1,0,0,1,0,0,0,0,0,0
2019p749330,2,0,0,2,0,0,0,0,0,0
2019p749240,4,0,0,1,3,0,0,0,0,0
2019p749225,4,0,0,3,1,0,0,0,0,0
2019p749054,1,0,0,0,1,0,0,0,0,0
2019p747977,1,0,0,1,0,0,0,0,0,0
2019p747072,1,0,0,1,0,0,0,0,0,0
2019p746816,2,0,0,2,0,0,0,0,0,0
2019p746536,1,0,0,1,0,0,0,0,0,0
2019p746334,1,0,0,1,0,0,0,0,0,0
2019p746324,1,0,0,1,0,0,0,0,0,0
2019p746089,1,0,0,1,0,0,0,0,0,0
2019p746074,1,0,0,1,0,0,0,0,0,0
2019p746067,4,0,0,4,0,0,0,0,0,0
2019p746065,4,0,0,4,0,0,0,0,0,0
2019p746033,1,0,0,1,0,0,0,0,0,0
2019p745260,1,0,0,0,1,0,0,0,0,0
2019p744884,1,0,0,1,0,0,0,0,0,0
2019p744658,1,0,0,1,0,0,0,0,0,0
2019p744421,1,0,0,1,0,0,0,0,0,0
2019p744409,2,0,0,2,0,0,0,0,0,0
2019p744380,1,0,0,1,0,0,0,0,0,0
2019p744321,2,0,0,2,0,0,0,0,0,0
2019p744316,2,0,0,2,0,0,0,0,0,0
2019p744280,3,0,0,3,0,0,0,0,0,0
2019p744164,2,0,0,2,0,0,0,0,0,0
2019p744114,3,0,0,3,0,0,0,0,0,0
2019p743992,3,0,0,2,1,0,0,0,0,0
2019p743499,2,0,0,1,1,0,0,0,0,0
2019p743397,1,0,0,0,1,0,0,0,0,0
2019p743393,1,0,0,0,1,0,0,0,0,0
2019p743318,3,0,0,2,1,0,0,0,0,0
2019p743256,1,0,0,0,1,0,0,0,0,0
2019p743106,2,0,0,2,0,0,0,0,0,0
2019p743054,2,0,0,0,1,0,0,0,1,0
2019p742764,1,0,0,1,0,0,0,0,0,0
2019p742700,1,0,0,0,1,0,0,0,0,0
2019p742490,1,0,0,1,0,0,0,0,0,0
2019p742455,2,0,0,2,0,0,0,0,0,0
2019p742141,2,0,0,2,0,0,0,0,0,0
2019p742128,2,0,0,2,0,0,0,0,0,0
2019p742123,2,0,0,2,0,0,0,0,0,0
2019p741994,2,0,0,0,2,0,0,0,0,0
2019p741962,1,0,0,0,1,0,0,0,0,0
2019p741883,1,0,0,0,1,0,0,0,0,0
2019p741840,1,0,0,1,0,0,0,0,0,0
2019p741752,1,0,0,1,0,0,0,0,0,0
2019p741676,41,0,0,23,15,3,0,0,0,0
2019p741409,1,0,0,1,0,0,0,0,0,0
2019p741346,5,0,0,5,0,0,0,0,0,0
2019p741345,5,0,0,5,0,0,0,0,0,0
2019p741242,13,0,0,12,1,0,0,0,0,0
2019p741240,35,0,0,27,8,0,0,0,0,0
2019p741217,59,0,0,43,14,2,0,0,0,0
2019p741206,6,0,0,3,3,0,0,0,0,0
2019p741201,7,0,0,4,3,0,0,0,0,0
2019p741161,70,0,0,49,18,2,1,0,0,0
2019p741055,1,0,0,1,0,0,0,0,0,0
2019p740882,2,0,0,1,1,0,0,0,0,0
2019p740628,3,0,0,3,0,0,0,0,0,0
2019p740615,2,0,0,2,0,0,0,0,0,0
2019p740517,2,0,0,0,1,0,0,0,1,0
2019p740494,2,0,0,2,0,0,0,0,0,0
2019p740424,2,0,0,2,0,0,0,0,0,0
2019p740401,1,0,0,1,0,0,0,0,0,0
2019p740236,2,0,0,1,0,1,0,0,0,0
2019p740218,1,0,0,1,0,0,0,0,0,0
2019p740186,3,0,0,2,1,0,0,0,0,0
2019p740183,3,0,0,2,1,0,0,0,0,0
2019p740181,4,0,0,3,1,0,0,0,0,0
2019p740146,2,0,0,0,2,0,0,0,0,0
2019p740103,18,0,0,8,9,1,0,0,0,0
2019p740104,18,0,0,8,9,1,0,0,0,0
2019p740079,3,0,0,2,1,0,0,0,0,0
2019p740012,3,0,0,1,1,1,0,0,0,0
2019p739939,3,0,0,2,0,1,0,0,0,0
2019p739876,8,0,0,2,5,1,0,0,0,0
2019p739821,13,0,0,8,5,0,0,0,0,0
2019p739799,13,0,0,8,5,0,0,0,0,0
2019p739774,3,0,0,2,1,0,0,0,0,0
2019p739769,4,0,0,3,1,0,0,0,0,0
2019p739750,10,0,0,6,3,1,0,0,0,0
2019p739664,2,0,0,2,0,0,0,0,0,0
2019p739650,2,0,0,2,0,0,0,0,0,0
2019p739642,2,0,0,2,0,0,0,0,0,0
2019p739600,13,0,0,6,7,0,0,0,0,0
2019p739584,25,0,0,17,8,0,0,0,0,0
2019p739568,46,0,0,22,20,3,0,1,0,0
2019p739565,47,0,0,22,20,4,0,1,0,0
2019p739546,103,0,0,28,60,12,1,1,1,0
2019p739538,201,0,0,56,119,23,1,0,2,0
2019p739518,467,0,0,145,265,53,3,0,1,0
2019p739509,354,0,0,116,196,39,3,0,0,0
2019p739224,1,0,0,1,0,0,0,0,0,0
2019p739200,1,0,0,0,1,0,0,0,0,0
2019p739192,1,0,0,0,1,0,0,0,0,0
2019p739142,1,0,0,1,0,0,0,0,0,0
2019p739123,5,0,0,4,1,0,0,0,0,0
2019p739111,5,0,0,4,1,0,0,0,0,0
2019p739060,2,0,0,1,0,1,0,0,0,0
2019p739036,3,0,0,3,0,0,0,0,0,0
2019p739033,4,0,0,4,0,0,0,0,0,0
2019p739024,4,0,0,4,0,0,0,0,0,0
2019p739015,4,0,0,3,0,1,0,0,0,0
2019p738996,6,0,0,4,0,2,0,0,0,0
2019p738984,4,0,0,3,0,1,0,0,0,0
2019p738969,6,0,0,5,1,0,0,0,0,0
2019p738966,9,0,0,8,1,0,0,0,0,0
2019p738963,10,0,0,8,1,1,0,0,0,0
2019p738949,45,0,0,32,11,2,0,0,0,0
2019p738910,5,0,0,4,1,0,0,0,0,0
2019p738898,5,0,0,4,1,0,0,0,0,0
2019p738892,6,0,0,5,1,0,0,0,0,0
2019p738890,4,0,0,4,0,0,0,0,0,0
2019p738876,2,0,0,1,0,0,0,0,1,0
2019p738874,2,0,0,1,0,0,0,0,1,0
2019p738834,5,0,0,3,0,2,0,0,0,0
2019p738811,7,0,0,6,0,0,0,1,0,0
2019p738800,8,0,0,5,1,0,0,1,1,0
2019p738798,9,0,0,6,1,0,0,1,1,0
2019p738792,9,0,0,6,1,0,0,1,1,0
2019p738768,14,0,0,9,4,0,0,0,1,0
2019p738763,21,0,0,12,7,1,0,0,1,0
2019p738754,67,0,0,46,19,1,0,0,1,0
2019p738702,6,0,0,4,2,0,0,0,0,0
2019p738692,4,0,0,3,1,0,0,0,0,0
2019p738651,15,0,0,6,5,4,0,0,0,0
2019p738637,16,0,0,7,5,4,0,0,0,0
2019p738629,7,0,0,3,3,1,0,0,0,0
2019p738622,8,0,0,3,3,2,0,0,0,0
2019p738619,8,0,0,3,3,2,0,0,0,0
2019p738573,13,0,0,5,4,3,1,0,0,0
2019p738564,23,0,0,9,9,4,0,0,1,0
2019p738554,23,0,0,10,8,4,0,0,1,0
2019p738550,26,0,0,11,9,4,1,0,1,0
2019p738546,25,0,0,10,9,4,1,0,1,0
2019p738534,23,0,0,12,7,2,2,0,0,0
2019p738530,30,0,0,14,10,4,2,0,0,0
2019p738528,30,0,0,13,11,4,2,0,0,0
2019p738525,32,0,0,14,12,4,2,0,0,0
2019p738511,55,0,0,25,21,9,0,0,0,0
2019p738503,70,0,0,30,30,9,1,0,0,0
2019p738498,75,0,0,36,29,7,2,0,1,0
2019p738496,77,0,0,37,29,8,2,0,1,0
2019p738489,94,0,0,45,38,8,2,0,1,0
2019p738486,101,0,0,50,38,9,3,0,1,0
2019p738482,114,0,0,50,48,12,3,0,1,0
2019p738478,143,0,0,63,59,16,3,0,2,0
2019p738468,227,0,0,84,96,40,5,0,2,0
2019p738462,291,0,0,103,125,52,9,0,2,0
2019p738458,363,0,0,138,146,64,12,0,3,0
2019p738453,466,0,0,184,184,80,15,0,3,0
2019p738441,1595,0,0,564,704,271,50,1,5,0
2019p738432,3314,0,0,1268,1419,529,90,3,5,0
2019p735796,1,0,0,1,0,0,0,0,0,0
2019p733613,1,0,0,1,0,0,0,0,0,0
2019p732942,2,0,0,2,0,0,0,0,0,0
2019p728407,179,0,0,78,86,12,3,0,0,0
2019p728331,1,0,0,0,1,0,0,0,0,0
2019p728266,1,0,0,0,1,0,0,0,0,0
2019p725596,1,0,0,1,0,0,0,0,0,0
2019p724860,1,0,0,1,0,0,0,0,0,0
2019p723225,1,0,0,1,0,0,0,0,0,0
2019p722501,1,0,0,1,0,0,0,0,0,0
2019p722254,1,0,0,0,1,0,0,0,0,0
2019p721718,2,0,0,2,0,0,0,0,0,0
2019p721513,1,0,0,1,0,0,0,0,0,0
2019p721221,1,0,0,1,0,0,0,0,0,0
2019p714941,8,0,0,3,4,1,0,0,0,0
2019p714542,3,0,0,3,0,0,0,0,0,0
2019p709096,2,0,0,2,0,0,0,0,0,0
2019p707631,1,0,0,1,0,0,0,0,0,0
2019p707381,4,0,0,2,2,0,0,0,0,0
2019p706460,2,0,0,1,1,0,0,0,0,0
2019p706148,5,0,0,2,0,0,0,0,3,0
2019p706141,5,0,0,2,0,0,0,0,3,0
2019p706020,2,0,0,2,0,0,0,0,0,0
2019p705635,1,0,0,0,1,0,0,0,0,0
2019p701648,1,0,0,1,0,0,0,0,0,0
2019p700180,1,0,0,1,0,0,0,0,0,0
2019p698703,1,0,0,1,0,0,0,0,0,0
2019p698510,1,0,0,1,0,0,0,0,0,0
2019p698257,4,0,0,3,0,0,0,0,1,0
2019p696579,99,0,0,60,33,5,1,0,0,0
2019p695494,3,0,0,3,0,0,0,0,0,0
2019p694301,9,0,0,7,2,0,0,0,0,0
2019p694021,1,0,0,0,0,0,1,0,0,0
2019p693068,2,0,0,1,1,0,0,0,0,0
2019p692514,1,0,0,1,0,0,0,0,0,0
2019p691888,1,0,0,1,0,0,0,0,0,0
2019p691525,1,0,0,0,0,0,1,0,0,0
2019p689434,1,0,0,1,0,0,0,0,0,0
2019p687325,1,0,0,1,0,0,0,0,0,0
2019p687263,2,0,0,2,0,0,0,0,0,0
2019p685603,2,0,0,2,0,0,0,0,0,0
2019p685500,1,0,0,0,1,0,0,0,0,0
2019p685350,1,0,0,1,0,0,0,0,0,0
2019p684625,23,0,0,20,3,0,0,0,0,0
2019p683940,1,0,0,1,0,0,0,0,0,0
2019p683206,4,0,0,4,0,0,0,0,0,0
2019p681974,1,0,0,1,0,0,0,0,0,0
2019p680633,1,0,0,1,0,0,0,0,0,0
2019p680453,1,0,0,1,0,0,0,0,0,0
2019p679906,21,0,0,17,4,0,0,0,0,0
2019p679063,3,0,0,3,0,0,0,0,0,0
2019p674182,1,0,0,1,0,0,0,0,0,0
2019p672125,1,0,0,1,0,0,0,0,0,0
2019p670652,2,0,0,2,0,0,0,0,0,0
2019p670487,3,0,0,2,1,0,0,0,0,0
2019p670022,3,0,0,2,1,0,0,0,0,0
2019p669792,1,0,0,0,1,0,0,0,0,0
2019p669032,1,0,0,1,0,0,0,0,0,0
2019p668789,1,0,0,1,0,0,0,0,0,0
2019p666077,17,0,0,10,3,2,0,1,1,0
2019p665898,31,0,0,24,4,0,2,0,1,0
2019p665837,28,0,0,20,5,1,2,0,0,0
2019p665537,1,0,0,1,0,0,0,0,0,0
2019p664629,1,0,0,1,0,0,0,0,0,0
2019p664414,3,0,0,3,0,0,0,0,0,0
2019p663779,23,0,0,16,7,0,0,0,0,0
2019p660745,2,0,0,1,1,0,0,0,0,0
2019p659318,1,0,0,1,0,0,0,0,0,0
2019p656602,1,0,0,1,0,0,0,0,0,0
2019p656014,3,0,0,2,1,0,0,0,0,0
2019p655810,1,0,0,1,0,0,0,0,0,0
2019p655564,1,0,0,1,0,0,0,0,0,0
2019p654690,1,0,0,1,0,0,0,0,0,0
2019p654348,1,0,0,1,0,0,0,0,0,0
2019p652859,1,0,0,1,0,0,0,0,0,0
2019p651106,1,0,0,1,0,0,0,0,0,0
2019p650019,1,0,0,0,1,0,0,0,0,0
2019p649076,2,0,0,2,0,0,0,0,0,0
2019p646699,1,0,0,1,0,0,0,0,0,0
2019p644813,1,0,0,1,0,0,0,0,0,0
2019p643728,7,0,0,3,4,0,0,0,0,0
2019p640048,1,0,0,1,0,0,0,0,0,0
2019p638697,2,0,0,2,0,0,0,0,0,0
2019p636647,1,0,0,0,1,0,0,0,0,0
2019p636605,1,0,0,1,0,0,0,0,0,0
2019p635966,2,0,0,1,1,0,0,0,0,0
2019p635514,1,0,0,1,0,0,0,0,0,0
2019p633668,2,0,0,2,0,0,0,0,0,0
2019p633664,3,0,0,3,0,0,0,0,0,0
2019p633632,3,0,0,1,2,0,0,0,0,0
2019p633600,19,0,0,19,0,0,0,0,0,0
2019p633593,17,0,0,17,0,0,0,0,0,0
2019p632099,1,0,0,0,1,0,0,0,0,0
2019p630975,159,0,0,72,70,16,1,0,0,0
2019p627948,2,0,0,1,0,1,0,0,0,0
2019p627911,2,0,0,2,0,0,0,0,0,0
2019p627834,7,0,0,6,1,0,0,0,0,0
2019p627686,2,0,0,2,0,0,0,0,0,0
2019p627650,1,0,0,0,1,0,0,0,0,0
2019p626488,1,0,0,1,0,0,0,0,0,0
2019p624566,2,0,0,1,0,0,0,0,1,0
2019p623825,1,0,0,1,0,0,0,0,0,0
2019p623671,1,0,0,1,0,0,0,0,0,0
2019p623014,1,0,0,1,0,0,0,0,0,0
2019p622021,4,0,0,4,0,0,0,0,0,0
2019p621811,2,0,0,2,0,0,0,0,0,0
2019p619183,1,0,0,1,0,0,0,0,0,0
2019p617573,2,0,0,2,0,0,0,0,0,0
2019p615896,3,0,0,3,0,0,0,0,0,0
2019p614584,2,0,0,2,0,0,0,0,0,0
2019p614479,1,0,0,1,0,0,0,0,0,0
2019p612934,1,0,0,1,0,0,0,0,0,0
2019p610133,2,0,0,1,1,0,0,0,0,0
2019p609078,1,0,0,1,0,0,0,0,0,0
2019p608494,2,0,0,1,0,1,0,0,0,0
2019p605516,2,0,0,0,2,0,0,0,0,0
2019p605511,2,0,0,0,2,0,0,0,0,0
2019p604575,2,0,0,2,0,0,0,0,0,0
2019p603816,1,0,0,0,1,0,0,0,0,0
2019p603423,3,0,0,3,0,0,0,0,0,0
2019p602983,2,0,0,1,1,0,0,0,0,0
2019p602592,10,0,0,6,4,0,0,0,0,0
2019p601111,1,0,0,1,0,0,0,0,0,0
2019p601048,10,0,0,7,3,0,0,0,0,0
2019p601041,20,0,0,15,5,0,0,0,0,0
2019p600896,3,0,0,3,0,0,0,0,0,0
2019p600748,1,0,0,1,0,0,0,0,0,0
2019p599389,1,0,0,1,0,0,0,0,0,0
2019p598458,2,0,0,1,1,0,0,0,0,0
2019p598389,1,0,0,1,0,0,0,0,0,0
2019p598294,1,0,0,1,0,0,0,0,0,0
2019p598230,2,0,0,2,0,0,0,0,0,0
2019p598229,2,0,0,2,0,0,0,0,0,0
2019p597204,1,0,0,1,0,0,0,0,0,0
2019p597010,1,0,0,0,1,0,0,0,0,0
2019p596680,1,0,0,1,0,0,0,0,0,0
2019p595810,2,0,0,2,0,0,0,0,0,0
2019p595101,1,0,0,1,0,0,0,0,0,0
2019p593986,1,0,0,1,0,0,0,0,0,0
2019p593967,1,0,0,1,0,0,0,0,0,0
2019p592676,1,0,0,1,0,0,0,0,0,0
2019p591268,5,0,0,3,2,0,0,0,0,0
2019p590538,2,0,0,0,2,0,0,0,0,0
2019p590529,2,0,0,0,2,0,0,0,0,0
2019p590349,1,0,0,0,0,1,0,0,0,0
2019p590321,1,0,0,1,0,0,0,0,0,0
2019p589584,11,0,0,8,3,0,0,0,0,0
2019p589489,3,0,0,2,0,0,0,0,1,0
2019p586799,1,0,0,1,0,0,0,0,0,0
2019p586761,2,0,0,1,1,0,0,0,0,0
2019p584563,1,0,0,0,1,0,0,0,0,0
2019p584424,1,0,0,1,0,0,0,0,0,0
2019p584304,19,0,0,19,0,0,0,0,0,0
2019p584002,2,0,0,2,0,0,0,0,0,0
2019p582141,2,0,0,1,1,0,0,0,0,0
2019p578715,1,0,0,1,0,0,0,0,0,0
2019p576574,1,0,0,1,0,0,0,0,0,0
2019p576188,3,0,0,2,1,0,0,0,0,0
2019p576187,3,0,0,2,1,0,0,0,0,0
2019p575215,13,0,0,7,3,2,0,0,1,0
2019p818974,1,0,0,1,0,0,0,0,0,0
2019p817285,1,0,0,1,0,0,0,0,0,0
2019p817207,1,0,0,1,0,0,0,0,0,0
2019p816302,1,0,0,1,0,0,0,0,0,0
2019p814356,1,0,0,1,0,0,0,0,0,0
2019p811820,2,0,0,1,0,1,0,0,0,0
2019p811345,1,0,0,1,0,0,0,0,0,0
2019p811159,2,0,0,0,1,0,0,0,1,0
2019p809795,1,0,0,1,0,0,0,0,0,0
2019p809319,3,0,0,1,0,0,0,0,2,0
2019p809258,1,0,0,1,0,0,0,0,0,0
2019p803754,1,0,0,1,0,0,0,0,0,0
2019p803000,1,0,0,0,0,0,0,0,1,0
2019p802680,3,0,0,3,0,0,0,0,0,0
2019p802581,1,0,0,0,0,0,0,0,1,0
2019p801086,30,0,0,19,10,1,0,0,0,0
2019p799922,5,0,0,2,1,2,0,0,0,0
2019p799590,1166,0,0,344,673,115,32,0,2,0
2019p792186,1,0,0,1,0,0,0,0,0,0
2019p791395,26,0,0,14,8,4,0,0,0,0
2019p790971,79,0,0,43,35,0,0,0,1,0
2019p790964,89,0,0,51,36,1,0,0,1,0
2019p790278,3,0,0,3,0,0,0,0,0,0
2019p785285,1,0,0,1,0,0,0,0,0,0
2019p783090,1,0,0,1,0,0,0,0,0,0
2019p773039,5,0,0,4,1,0,0,0,0,0
2019p772734,3,0,0,1,1,0,0,0,1,0
2019p770754,1,0,0,0,1,0,0,0,0,0
2019p770042,16,0,0,15,1,0,0,0,0,0
2019p769894,1,0,0,0,0,0,0,0,1,0
2019p769472,1,0,0,1,0,0,0,0,0,0
2019p768788,1,0,0,1,0,0,0,0,0,0
2019p767400,1,0,0,1,0,0,0,0,0,0
2019p766668,1,0,0,1,0,0,0,0,0,0
2019p758087,1,0,0,1,0,0,0,0,0,0
2019p754733,3,0,0,1,2,0,0,0,0,0
2019p752478,441,0,0,301,131,5,2,1,1,0
2019p752017,2,0,0,1,1,0,0,0,0,0
2019p749380,4,0,0,1,1,0,0,0,2,0
2019p744247,3,0,0,2,1,0,0,0,0,0
2019p741539,5,0,0,4,0,0,0,0,1,0
2019p740850,2,0,0,1,0,1,0,0,0,0
2019p740234,1,0,0,0,0,1,0,0,0,0
2019p735125,3,0,0,3,0,0,0,0,0,0
2019p734040,1,0,0,1,0,0,0,0,0,0
2019p730713,3,0,0,2,1,0,0,0,0,0
2019p729996,2,0,0,1,1,0,0,0,0,0
2019p725274,14,0,0,12,2,0,0,0,0,0
2019p723865,1,0,0,1,0,0,0,0,0,0
2019p717725,5,0,0,3,2,0,0,0,0,0
2019p717178,3,0,0,3,0,0,0,0,0,0
2019p716933,1,0,0,1,0,0,0,0,0,0
2019p714523,3,0,0,3,0,0,0,0,0,0
2019p713198,3,0,0,0,0,0,0,0,3,0
2019p711208,6,0,0,6,0,0,0,0,0,0
2019p711034,3,0,0,3,0,0,0,0,0,0
2019p709318,1,0,0,1,0,0,0,0,0,0
2019p708208,1,0,0,0,1,0,0,0,0,0
2019p707055,1,0,0,1,0,0,0,0,0,0
2019p707039,1,0,0,1,0,0,0,0,0,0
2019p704283,1,0,0,1,0,0,0,0,0,0
2019p699751,1,0,0,1,0,0,0,0,0,0
2019p698377,5,0,0,5,0,0,0,0,0,0
2019p696698,6,0,0,2,4,0,0,0,0,0
2019p695794,1,0,0,1,0,0,0,0,0,0
2019p694728,1,0,0,1,0,0,0,0,0,0
2019p693018,1,0,0,1,0,0,0,0,0,0
2019p692903,1,0,0,1,0,0,0,0,0,0
2019p691529,1,0,0,0,0,0,1,0,0,0
2019p688987,3,0,0,3,0,0,0,0,0,0
2019p688076,2,0,0,1,1,0,0,0,0,0
2019p685765,2,0,0,2,0,0,0,0,0,0
2019p684858,1,0,0,1,0,0,0,0,0,0
2019p681388,3,0,0,3,0,0,0,0,0,0
2019p679290,1,0,0,1,0,0,0,0,0,0
2019p676635,2,0,0,2,0,0,0,0,0,0
2019p676617,1,0,0,1,0,0,0,0,0,0
2019p674896,1,0,0,0,0,0,0,0,1,0
2019p674310,1,0,0,1,0,0,0,0,0,0
2019p673758,1,0,0,0,1,0,0,0,0,0
2019p668537,1,0,0,1,0,0,0,0,0,0
2019p668526,1,0,0,1,0,0,0,0,0,0
2019p668413,2,0,0,2,0,0,0,0,0,0
2019p668402,2,0,0,2,0,0,0,0,0,0
2019p665967,7,0,0,7,0,0,0,0,0,0
2019p663433,5,0,0,2,3,0,0,0,0,0
2019p660112,5,0,0,5,0,0,0,0,0,0
2019p659648,2,0,0,2,0,0,0,0,0,0
2019p658805,2,0,0,2,0,0,0,0,0,0
2019p658483,6,0,0,3,3,0,0,0,0,0
2019p657770,2,0,0,2,0,0,0,0,0,0
2019p653719,3,0,0,3,0,0,0,0,0,0
2019p651992,1,0,0,1,0,0,0,0,0,0
2019p651775,1,0,0,1,0,0,0,0,0,0
2019p648814,1,0,0,1,0,0,0,0,0,0
2019p646752,2,0,0,1,0,0,0,0,1,0
2019p646069,1,0,0,0,1,0,0,0,0,0
2019p643704,176,0,0,118,56,2,0,0,0,0
2019p641134,1,0,0,1,0,0,0,0,0,0
2019p639395,1,0,0,0,1,0,0,0,0,0
2019p635978,3,0,0,2,1,0,0,0,0,0
2019p635583,2,0,0,1,1,0,0,0,0,0
2019p634016,1,0,0,1,0,0,0,0,0,0
2019p632022,2,0,0,0,2,0,0,0,0,0
2019p630372,14,0,0,10,3,1,0,0,0,0
2019p629405,1,0,0,1,0,0,0,0,0,0
2019p626483,1,0,0,1,0,0,0,0,0,0
2019p625369,1,0,0,1,0,0,0,0,0,0
2019p624556,4,0,0,3,0,0,0,0,1,0
2019p624216,1,0,0,1,0,0,0,0,0,0
2019p623514,1,0,0,0,1,0,0,0,0,0
2019p623206,1,0,0,0,0,1,0,0,0,0
2019p622906,2,0,0,2,0,0,0,0,0,0
2019p620292,1,0,0,1,0,0,0,0,0,0
2019p617860,1,0,0,1,0,0,0,0,0,0
2019p614893,1,0,0,0,1,0,0,0,0,0
2019p613184,1,0,0,0,0,0,0,0,1,0
2019p612593,1,0,0,1,0,0,0,0,0,0
2019p611918,2,0,0,1,1,0,0,0,0,0
2019p611076,1,0,0,1,0,0,0,0,0,0
2019p610937,1,0,0,0,1,0,0,0,0,0
2019p610121,2,0,0,1,1,0,0,0,0,0
2019p610037,1,0,0,0,1,0,0,0,0,0
2019p609297,2,0,0,2,0,0,0,0,0,0
2019p605626,1,0,0,1,0,0,0,0,0,0
2019p604856,19,0,0,12,3,3,1,0,0,0
2019p604082,16,0,0,11,4,0,0,0,1,0
2019p598864,25,0,0,1,24,0,0,0,0,0
2019p598175,2,0,0,2,0,0,0,0,0,0
2019p594066,4,0,0,3,1,0,0,0,0,0
2019p593710,1,0,0,0,1,0,0,0,0,0
2019p590228,4,0,0,2,0,1,0,0,1,0
2019p586050,10,0,0,2,6,1,0,1,0,0
2019p584934,3,0,0,3,0,0,0,0,0,0
2019p581568,1,0,0,1,0,0,0,0,0,0
2019p581495,1,0,0,1,0,0,0,0,0,0
2019p577770,1,0,0,0,1,0,0,0,0,0
2019p577729,3,0,0,3,0,0,0,0,0,0
2019p577702,1,0,0,1,0,0,0,0,0,0
2019p576964,1,0,0,0,1,0,0,0,0,0
2019p821169,2,0,0,1,1,0,0,0,0,0
2019p821133,1,0,0,1,0,0,0,0,0,0
2019p821129,1,0,0,1,0,0,0,0,0,0
2019p820224,23,0,0,15,8,0,0,0,0,0
2019p820164,1,0,0,1,0,0,0,0,0,0
2019p820163,1,0,0,1,0,0,0,0,0,0
2019p819806,1,0,0,1,0,0,0,0,0,0
2019p819726,1,0,0,1,0,0,0,0,0,0
2019p819532,1,0,0,1,0,0,0,0,0,0
2019p818878,19,0,0,16,3,0,0,0,0,0
2019p818648,3,0,0,3,0,0,0,0,0,0
2019p818645,3,0,0,3,0,0,0,0,0,0
2019p817916,1,0,0,1,0,0,0,0,0,0
2019p817646,2,0,0,2,0,0,0,0,0,0
2019p817293,2,0,0,2,0,0,0,0,0,0
2019p817285,1,0,0,1,0,0,0,0,0,0
2019p816455,1,0,0,1,0,0,0,0,0,0
2019p814902,1,0,0,1,0,0,0,0,0,0
2019p813248,3,0,0,3,0,0,0,0,0,0
2019p812549,1,0,0,1,0,0,0,0,0,0
2019p812352,1,0,0,1,0,0,0,0,0,0
2019p810366,10,0,0,8,2,0,0,0,0,0
2019p810361,8,0,0,5,3,0,0,0,0,0
2019p810200,23,0,0,11,11,1,0,0,0,0
2019p810194,19,0,0,8,9,2,0,0,0,0
2019p810169,21,0,0,14,5,2,0,0,0,0
2019p810082,60,0,0,34,24,2,0,0,0,0
2019p809257,1,0,0,1,0,0,0,0,0,0
2019p808894,1,0,0,1,0,0,0,0,0,0
2019p807843,2,0,0,2,0,0,0,0,0,0
2019p807797,24,0,0,18,6,0,0,0,0,0
2019p806531,3,0,0,3,0,0,0,0,0,0
2019p805901,1,0,0,1,0,0,0,0,0,0
2019p805744,1,0,0,1,0,0,0,0,0,0
2019p805173,1,0,0,0,0,1,0,0,0,0
2019p804976,5,0,0,3,2,0,0,0,0,0
2019p804878,297,0,0,209,83,5,0,0,0,0
2019p803025,2,0,0,1,0,0,0,0,1,0
2019p802428,1,0,0,0,0,0,0,0,1,0
2019p802199,2,0,0,2,0,0,0,0,0,0
2019p802034,2,0,0,2,0,0,0,0,0,0
2019p800778,1,0,0,1,0,0,0,0,0,0
2019p800415,1,0,0,1,0,0,0,0,0,0
2019p798519,1,0,0,1,0,0,0,0,0,0
2019p798180,2,0,0,1,0,0,0,0,1,0
2019p798165,1,0,0,1,0,0,0,0,0,0
2019p797840,1,0,0,1,0,0,0,0,0,0
2019p797339,2,0,0,2,0,0,0,0,0,0
2019p797172,1,0,0,0,0,1,0,0,0,0
2019p796507,3,0,0,1,2,0,0,0,0,0
2019p795601,2,0,0,2,0,0,0,0,0,0
2019p795390,1,0,0,1,0,0,0,0,0,0
2019p794488,1,0,0,1,0,0,0,0,0,0
2019p792977,1,0,0,1,0,0,0,0,0,0
2019p791501,2,0,0,2,0,0,0,0,0,0
2019p791466,3,0,0,0,3,0,0,0,0,0
2019p791271,3,0,0,3,0,0,0,0,0,0
2019p791032,5,0,0,3,2,0,0,0,0,0
2019p790285,3,0,0,3,0,0,0,0,0,0
2019p790016,3,0,0,2,1,0,0,0,0,0
2019p789865,1,0,0,1,0,0,0,0,0,0
2019p789636,1,0,0,0,1,0,0,0,0,0
2019p788511,5,0,0,3,2,0,0,0,0,0
2019p788434,46,0,0,20,22,4,0,0,0,0
2019p788196,1,0,0,1,0,0,0,0,0,0
2019p787652,2,0,0,2,0,0,0,0,0,0
