publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p739317,earthquake,2019-10-01T13:07:53.824Z,2019-10-01T13:11:36.184Z,172.2011871,-41.71268845,2.371028401,76.96710205,M,,LOCSAT,confirmed,manual,iasp91,12,7,2,0.2985908687,112.023571,0.3381222507,0
2019p738252,earthquake,2019-10-01T03:40:45.141Z,2019-10-01T03:45:36.560Z,173.5735931,-40.69768524,2.653818909,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,21,13,0.2841157913,108.5674868,0.4734672846,0
2019p734023,earthquake,2019-09-29T14:07:40.122Z,2019-09-29T14:10:49.724Z,171.3660431,-42.7136879,2.030322716,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,14,3,0.05853548273,109.504446,0.5979541771,0
2019p733901,earthquake,2019-09-29T13:02:33.727Z,2019-09-29T13:05:52.747Z,170.7508698,-43.07839966,2.043925483,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,6,0.01110647246,111.1982269,0.6276921179,0
2019p733079,earthquake,2019-09-29T05:44:44.297Z,2019-09-29T05:47:34.393Z,172.6580658,-41.27195358,1.796751324,116.7961884,M,,LOCSAT,confirmed,manual,iasp91,22,13,4,0.1474606246,114.3083954,0.4878907001,0
2019p732706,earthquake,2019-09-29T02:26:09.718Z,2019-10-23T03:00:20.856Z,172.7372894,-41.21369171,3.385486473,102.4923553,M,,LOCSAT,confirmed,manual,iasp91,24,16,11,0.185807839,105.2770996,0.385285911,0
2019p732334,earthquake,2019-09-28T23:07:44.857Z,2019-10-23T01:52:58.949Z,171.3649445,-42.71126938,2.982926405,9.700787544,M,,LOCSAT,confirmed,manual,iasp91,43,33,14,0.0598199293,66.07650757,0.4213821859,0
2019p732165,earthquake,2019-09-28T21:37:49.401Z,2019-09-28T22:38:05.119Z,170.651947,-43.3242836,1.949953499,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,4,0.2574067414,120.9576244,0.6409111513,0
2019p731816,earthquake,2019-09-28T18:31:52.018Z,2019-09-28T19:31:52.763Z,171.0163422,-43.05208206,1.880960838,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,4,0.182668373,124.2086239,0.4146121782,0
2019p731658,earthquake,2019-09-28T17:07:30.927Z,2019-09-28T17:11:50.399Z,171.0965271,-43.14330673,2.004321253,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,6,0.2723423541,106.3721619,0.3657323088,0
