publicid,longitude,latitude,total_reports,mmi
2019p665661,175.281372070312,-37.7902221679688,1,3
2019p665661,175.380249023438,-40.1687622070312,2,3
2019p665661,176.061401367188,-38.6746215820312,25,5
2019p665661,176.072387695312,-38.6691284179688,5,4
2019p665661,175.643920898438,-40.3280639648438,5,4
2019p665661,175.984497070312,-38.6471557617188,2,4
2019p665661,175.567016601562,-39.9435424804688,1,4
2019p665661,176.072387695312,-38.7789916992188,1,5
2019p665661,175.775756835938,-38.3615112304688,1,4
2019p665661,176.072387695312,-38.7350463867188,27,7
2019p665661,175.006713867188,-39.9435424804688,3,4
2019p665661,175.402221679688,-38.1802368164062,1,3
2019p665661,176.083374023438,-38.7405395507812,3,4
2019p665661,174.105834960938,-39.0811157226562,4,4
2019p665661,175.512084960938,-39.9929809570312,1,3
2019p665661,176.874389648438,-39.4985961914062,5,3
2019p665661,174.226684570312,-38.9987182617188,3,3
2019p665661,174.797973632812,-41.3168334960938,1,3
2019p665661,174.929809570312,-41.2509155273438,1,3
2019p665661,174.039916992188,-39.1030883789062,1,3
2019p665661,175.874633789062,-38.9382934570312,3,7
2019p665661,175.753784179688,-40.1467895507812,1,3
2019p665661,175.588989257812,-40.2072143554688,2,5
2019p665661,176.061401367188,-38.6801147460938,37,5
2019p665661,175.237426757812,-40.0643920898438,1,3
2019p665661,175.347290039062,-38.8998413085938,2,3
2019p665661,175.764770507812,-38.9657592773438,2,5
2019p665661,175.083618164062,-38.4823608398438,1,3
2019p665661,176.830444335938,-39.6249389648438,2,3
2019p665661,175.226440429688,-38.8394165039062,2,5
2019p665661,173.193969726562,-41.3333129882812,1,4
2019p665661,176.083374023438,-38.7130737304688,7,5
2019p665661,174.116821289062,-39.0481567382812,1,4
2019p665661,174.479370117188,-38.9602661132812,1,4
2019p665661,175.819702148438,-38.9767456054688,2,5
2019p665661,175.061645507812,-39.9050903320312,13,4
2019p665661,174.995727539062,-40.8993530273438,3,5
2019p665661,175.050659179688,-39.9050903320312,1,4
2019p665661,174.336547851562,-39.4491577148438,1,4
2019p665661,175.468139648438,-40.1522827148438,1,3
2019p665661,175.248413085938,-37.7352905273438,1,3
2019p665661,176.116333007812,-38.6911010742188,1,4
2019p665661,174.973754882812,-40.9323120117188,1,3
2019p665661,175.281372070312,-38.8833618164062,7,4
2019p665661,174.786987304688,-41.2893676757812,3,4
2019p665661,175.314331054688,-38.8668823242188,3,5
2019p665661,175.753784179688,-40.2896118164062,5,8
2019p665661,175.501098632812,-39.1690063476562,1,7
2019p665661,174.358520507812,-39.4546508789062,1,3
2019p665661,175.380249023438,-38.9382934570312,1,3
2019p665661,175.797729492188,-38.6141967773438,1,4
2019p665661,173.984985351562,-39.1360473632812,1,4
2019p665661,174.039916992188,-39.0701293945312,27,5
2019p665661,174.468383789062,-39.7567749023438,2,3
2019p665661,174.061889648438,-39.1085815429688,1,4
2019p665661,175.281372070312,-39.8501586914062,1,4
2019p665661,174.149780273438,-39.4271850585938,1,5
2019p665661,176.094360351562,-38.6965942382812,34,5
2019p665661,175.973510742188,-38.6526489257812,2,4
2019p665661,175.380249023438,-40.0808715820312,1,3
2019p665661,171.765747070312,-43.8986206054688,1,3
2019p665661,174.907836914062,-41.1135864257812,3,4
2019p665661,174.215698242188,-38.9932250976562,3,3
2019p665661,170.941772460938,-45.1016235351562,1,3
2019p665661,175.061645507812,-39.9105834960938,9,4
2019p665661,176.061401367188,-38.6691284179688,1,3
2019p665661,175.116577148438,-39.8995971679688,1,3
2019p665661,176.105346679688,-38.7020874023438,17,5
2019p665661,175.720825195312,-40.3335571289062,1,3
2019p665661,176.072387695312,-38.7185668945312,1,4
2019p665661,175.479125976562,-40.0424194335938,1,3
2019p665661,174.292602539062,-39.3392944335938,4,4
2019p665661,175.380249023438,-38.9987182617188,5,4
2019p665661,175.369262695312,-40.0588989257812,1,3
2019p665661,175.753784179688,-38.1527709960938,1,3
2019p665661,175.610961914062,-38.1198120117188,1,4
2019p665661,174.083862304688,-39.0701293945312,4,3
2019p665661,174.995727539062,-40.8883666992188,3,5
2019p665661,175.599975585938,-40.3665161132812,5,4
2019p665661,175.490112304688,-40.3225708007812,1,3
2019p665661,176.171264648438,-38.6526489257812,1,5
2019p665661,176.863403320312,-39.5095825195312,12,5
2019p665661,176.841430664062,-39.5370483398438,1,3
2019p665661,176.907348632812,-39.5205688476562,1,4
2019p665661,176.830444335938,-39.7018432617188,1,3
2019p665661,174.995727539062,-40.8828735351562,2,4
2019p665661,175.940551757812,-38.6306762695312,1,4
2019p665661,175.094604492188,-40.8114624023438,1,3
2019p665661,175.259399414062,-38.8723754882812,6,5
2019p665661,175.896606445312,-38.9328002929688,1,3
2019p665661,174.061889648438,-39.1305541992188,1,5
2019p665661,174.149780273438,-39.4326782226562,1,3
2019p665661,172.622680664062,-43.4536743164062,1,3
2019p665661,174.127807617188,-39.5480346679688,2,3
2019p665661,173.007202148438,-41.0366821289062,1,3
2019p665661,175.753784179688,-38.8888549804688,3,6
2019p665661,175.248413085938,-38.9163208007812,1,3
2019p665661,175.775756835938,-38.8888549804688,4,5
2019p665661,175.896606445312,-38.9108276367188,6,6
2019p665661,175.413208007812,-38.2846069335938,1,3
2019p665661,176.083374023438,-38.6856079101562,48,6
2019p665661,175.270385742188,-39.4271850585938,2,4
2019p665661,175.588989257812,-38.3175659179688,1,3
2019p665661,176.039428710938,-38.5592651367188,1,4
2019p665661,176.061401367188,-38.7295532226562,1,4
2019p665661,175.314331054688,-39.0481567382812,1,4
2019p665661,175.578002929688,-40.2127075195312,10,4
2019p665661,175.567016601562,-40.3775024414062,1,3
2019p665661,175.753784179688,-40.2676391601562,1,3
2019p665661,176.841430664062,-39.5425415039062,3,4
2019p665661,175.940551757812,-38.6251831054688,1,4
2019p665661,175.292358398438,-40.6137084960938,1,3
2019p665661,175.369262695312,-38.9877319335938,2,4
2019p665661,175.632934570312,-40.3280639648438,1,4
2019p665661,175.610961914062,-40.3390502929688,1,3
2019p665661,175.072631835938,-39.9160766601562,3,4
2019p665661,176.182250976562,-40.0369262695312,2,3
2019p665661,175.929565429688,-39.8666381835938,1,3
2019p665661,175.358276367188,-38.7899780273438,1,4
2019p665661,176.863403320312,-39.5370483398438,2,3
2019p665661,174.248657226562,-39.3887329101562,1,4
2019p665661,175.588989257812,-40.3829956054688,2,3
2019p665661,175.226440429688,-40.3720092773438,2,4
2019p665661,175.204467773438,-40.0039672851562,1,3
2019p665661,175.995483398438,-38.7075805664062,3,6
2019p665661,175.501098632812,-40.4544067382812,1,3
2019p665661,174.149780273438,-39.0481567382812,2,3
2019p665661,175.369262695312,-38.5153198242188,1,3
2019p665661,175.995483398438,-38.6032104492188,2,4
2019p665661,176.522827148438,-40.1138305664062,1,3
2019p665661,175.610961914062,-40.3335571289062,10,4
2019p665661,175.215454101562,-38.1747436523438,3,3
2019p665661,176.588745117188,-39.6304321289062,1,3
2019p665661,175.072631835938,-41.1190795898438,1,7
2019p665661,175.094604492188,-41.1135864257812,1,3
2019p665661,174.765014648438,-38.1637573242188,1,3
2019p665661,176.105346679688,-38.6141967773438,2,5
2019p665661,176.841430664062,-39.6249389648438,1,3
2019p665661,175.984497070312,-38.6196899414062,2,6
2019p665661,175.830688476562,-38.6306762695312,1,5
2019p665661,175.380249023438,-40.3335571289062,1,3
2019p665661,174.984741210938,-40.9158325195312,3,4
2019p665661,175.281372070312,-40.4763793945312,1,3
2019p665661,175.391235351562,-39.4161987304688,1,3
2019p665661,174.072875976562,-39.0866088867188,12,4
2019p665661,175.643920898438,-40.3829956054688,2,3
2019p665661,176.105346679688,-38.5867309570312,1,4
2019p665661,176.083374023438,-38.6746215820312,4,5
2019p665661,175.391235351562,-38.9382934570312,1,5
2019p665661,174.995727539062,-40.8773803710938,3,4
2019p665661,174.105834960938,-39.0921020507812,2,3
2019p665661,174.786987304688,-36.9442749023438,1,3
2019p665661,175.786743164062,-39.8117065429688,3,4
2019p665661,175.632934570312,-40.4324340820312,1,3
2019p665661,175.336303710938,-38.8064575195312,1,3
2019p665661,174.479370117188,-38.9273071289062,1,3
2019p665661,174.039916992188,-39.0811157226562,25,5
2019p665661,174.116821289062,-39.1030883789062,1,3
2019p665661,174.094848632812,-39.1195678710938,1,3
2019p665661,175.039672851562,-38.4329223632812,1,3
2019p665661,175.808715820312,-38.0813598632812,1,4
2019p665661,173.875122070312,-39.1854858398438,2,3
2019p665661,174.776000976562,-41.2838745117188,8,3
2019p665661,174.028930664062,-39.0646362304688,18,4
2019p665661,175.435180664062,-38.7570190429688,1,4
2019p665661,176.061401367188,-38.5867309570312,1,5
2019p665661,26.9549560546875,60.4934692382812,1,8
2019p665661,174.215698242188,-39.1140747070312,2,4
2019p665661,174.270629882812,-39.0426635742188,1,3
2019p665661,175.578002929688,-40.2182006835938,5,4
2019p665661,176.105346679688,-40.2072143554688,1,3
2019p665661,174.083862304688,-39.0921020507812,3,4
2019p665661,175.808715820312,-39.6853637695312,1,4
2019p665661,175.797729492188,-40.1742553710938,2,3
2019p665661,175.632934570312,-38.8833618164062,1,5
2019p665661,175.501098632812,-40.2127075195312,1,3
2019p665661,174.094848632812,-39.0646362304688,25,4
2019p665661,175.072631835938,-39.9270629882812,1,3
2019p665661,175.643920898438,-40.3994750976562,1,3
2019p665661,175.226440429688,-38.5098266601562,1,4
2019p665661,176.819458007812,-39.6908569335938,1,3
2019p665661,175.654907226562,-39.5480346679688,1,5
2019p665661,176.094360351562,-38.7075805664062,46,5
2019p665661,176.116333007812,-38.6691284179688,1,4
2019p665661,175.347290039062,-38.9218139648438,3,5
2019p665661,175.995483398438,-38.6471557617188,1,4
2019p665661,176.885375976562,-39.5205688476562,1,3
2019p665661,175.028686523438,-39.9215698242188,3,3
2019p665661,175.347290039062,-40.2951049804688,1,3
2019p665661,174.380493164062,-39.2459106445312,2,5
2019p665661,175.039672851562,-39.9270629882812,6,4
2019p665661,175.753784179688,-38.9108276367188,2,3
2019p665661,175.237426757812,-38.3560180664062,1,4
2019p665661,175.490112304688,-40.1467895507812,6,4
2019p665661,174.413452148438,-38.9822387695312,3,4
2019p665661,174.204711914062,-39.1195678710938,2,3
2019p665661,174.292602539062,-39.3887329101562,1,3
2019p665661,174.995727539062,-40.8938598632812,2,3
2019p665661,176.039428710938,-38.6361694335938,1,5
2019p665661,175.171508789062,-38.3285522460938,1,3
2019p665661,170.623168945312,-45.8212280273438,1,3
2019p665661,175.775756835938,-40.0534057617188,2,4
2019p665661,174.281616210938,-39.5809936523438,1,3
2019p665661,175.775756835938,-38.5153198242188,1,3
2019p665661,174.160766601562,-39.0426635742188,1,3
2019p665661,175.556030273438,-40.2346801757812,1,3
2019p665661,174.182739257812,-39.4876098632812,1,4
2019p665661,175.588989257812,-40.2017211914062,1,4
2019p665661,174.072875976562,-39.0975952148438,3,5
2019p665661,176.028442382812,-38.6361694335938,1,4
2019p665661,175.588989257812,-40.3720092773438,6,3
2019p665661,174.149780273438,-39.0261840820312,11,4
2019p665661,174.094848632812,-39.1305541992188,1,3
2019p665661,175.797729492188,-38.4219360351562,4,5
2019p665661,175.995483398438,-38.5867309570312,1,3
2019p665661,174.776000976562,-41.2728881835938,3,4
2019p665661,174.995727539062,-39.8446655273438,1,3
2019p665661,174.149780273438,-39.0206909179688,5,3
2019p665661,176.863403320312,-39.5150756835938,12,4
2019p665661,174.929809570312,-38.0813598632812,2,3
2019p665661,175.347290039062,-38.0044555664062,1,3
2019p665661,175.369262695312,-40.0753784179688,2,3
2019p665661,174.984741210938,-40.9213256835938,1,3
2019p665661,175.621948242188,-40.3610229492188,1,3
2019p665661,175.501098632812,-40.4928588867188,1,3
2019p665661,174.765014648438,-41.2893676757812,1,3
2019p665661,174.105834960938,-39.0646362304688,13,4
2019p665661,175.929565429688,-38.5592651367188,1,3
2019p665661,174.951782226562,-41.2509155273438,1,3
2019p665661,174.786987304688,-41.2948608398438,4,4
2019p665661,174.226684570312,-39.0975952148438,1,3
2019p665661,174.732055664062,-36.8948364257812,1,8
2019p665661,176.061401367188,-38.7350463867188,11,5
2019p665661,175.545043945312,-39.6743774414062,1,3
2019p665661,176.830444335938,-39.6304321289062,1,3
2019p665661,173.963012695312,-41.5310668945312,1,5
2019p665661,174.094848632812,-39.0536499023438,23,5
2019p665661,174.468383789062,-39.3173217773438,2,4
2019p665661,175.248413085938,-38.8668823242188,6,5
2019p665661,175.819702148438,-38.9712524414062,2,5
2019p665661,175.446166992188,-40.4324340820312,1,4
2019p665661,174.292602539062,-39.4271850585938,4,4
2019p665661,174.094848632812,-39.0866088867188,1,3
2019p665661,175.072631835938,-39.9050903320312,2,4
2019p665661,175.248413085938,-40.2951049804688,2,3
2019p665661,176.841430664062,-39.6633911132812,2,4
2019p665661,175.336303710938,-38.8888549804688,1,5
2019p665661,174.369506835938,-39.0371704101562,1,3
2019p665661,175.314331054688,-38.3779907226562,1,3
2019p665661,174.028930664062,-39.0701293945312,24,4
2019p665661,175.391235351562,-40.2566528320312,1,3
2019p665661,176.270141601562,-38.6416625976562,1,4
2019p665661,175.072631835938,-39.9435424804688,1,3
2019p665661,174.644165039062,-38.7020874023438,2,3
2019p665661,176.204223632812,-38.6361694335938,1,4
2019p665661,175.391235351562,-39.1195678710938,1,3
2019p665661,175.786743164062,-38.4658813476562,1,4
2019p665661,176.193237304688,-38.7460327148438,1,3
2019p665661,175.764770507812,-40.2566528320312,1,3
2019p665661,175.314331054688,-38.7240600585938,1,5
2019p665661,175.588989257812,-40.3005981445312,1,3
2019p665661,175.830688476562,-38.5812377929688,1,3
2019p665661,175.940551757812,-38.6361694335938,2,4
2019p665661,172.721557617188,-43.5635375976562,1,3
2019p665661,173.952026367188,-39.1250610351562,2,3
2019p665661,175.248413085938,-39.9710083007812,1,4
2019p665661,175.962524414062,-38.6306762695312,1,5
2019p665661,174.380493164062,-39.5150756835938,1,3
2019p665661,175.599975585938,-40.3610229492188,3,3
2019p665661,176.105346679688,-38.7185668945312,5,5
2019p665661,175.226440429688,-39.0701293945312,2,4
2019p665661,174.984741210938,-40.8883666992188,1,3
2019p665661,175.841674804688,-38.4988403320312,1,4
2019p665661,174.523315429688,-39.3667602539062,1,4
2019p665661,176.072387695312,-38.6746215820312,25,5
2019p665661,175.160522460938,-38.3670043945312,1,3
2019p665661,175.610961914062,-40.3445434570312,1,3
2019p665661,175.808715820312,-38.9987182617188,8,6
2019p665661,175.885620117188,-38.9273071289062,1,5
2019p665661,174.896850585938,-38.6471557617188,1,4
2019p665661,176.017456054688,-38.7020874023438,4,6
2019p665661,174.204711914062,-39.1525268554688,1,3
2019p665661,175.281372070312,-37.8121948242188,1,3
2019p665661,175.094604492188,-39.8941040039062,4,4
2019p665661,174.237670898438,-39.0756225585938,1,3
2019p665661,175.061645507812,-39.9270629882812,6,3
2019p665661,174.039916992188,-39.1140747070312,1,3
2019p665661,176.138305664062,-38.6691284179688,1,4
2019p665661,175.138549804688,-39.0097045898438,3,4
2019p665661,174.149780273438,-39.1580200195312,1,3
2019p665661,175.578002929688,-40.2017211914062,1,3
2019p665661,176.885375976562,-39.6633911132812,2,3
2019p665661,176.874389648438,-39.5919799804688,1,3
2019p665661,175.775756835938,-38.4823608398438,1,3
2019p665661,175.775756835938,-38.8613891601562,19,8
2019p665661,174.083862304688,-39.0866088867188,15,5
2019p665661,174.039916992188,-39.0921020507812,4,4
2019p665661,174.281616210938,-39.5919799804688,1,3
2019p665661,175.259399414062,-38.8668823242188,8,5
2019p665661,174.984741210938,-41.1685180664062,1,3
2019p665661,175.523071289062,-40.4708862304688,1,3
2019p665661,174.127807617188,-39.0316772460938,4,5
2019p665661,174.116821289062,-39.0591430664062,2,4
2019p665661,174.622192382812,-38.6911010742188,2,3
2019p665661,175.578002929688,-40.2291870117188,3,4
2019p665661,174.094848632812,-39.1030883789062,1,3
2019p665661,175.292358398438,-38.9382934570312,1,4
2019p665661,175.292358398438,-38.8888549804688,3,4
2019p665661,175.929565429688,-38.6416625976562,3,4
2019p665661,175.193481445312,-38.9437866210938,1,5
2019p665661,175.995483398438,-38.6636352539062,2,5
2019p665661,176.885375976562,-39.5150756835938,1,3
2019p665661,175.149536132812,-40.7015991210938,1,3
2019p665661,175.391235351562,-39.1250610351562,4,4
2019p665661,175.248413085938,-38.8723754882812,13,6
2019p665661,175.336303710938,-38.6196899414062,1,4
2019p665661,175.654907226562,-40.3225708007812,1,3
2019p665661,175.380249023438,-39.1140747070312,3,5
2019p665661,175.797729492188,-39.6798706054688,9,4
2019p665661,175.402221679688,-38.6032104492188,1,3
2019p665661,174.072875976562,-39.1085815429688,1,4
2019p665661,174.160766601562,-39.0316772460938,3,4
2019p665661,176.874389648438,-39.5260620117188,1,3
2019p665661,174.072875976562,-39.0646362304688,34,5
2019p665661,175.841674804688,-38.6141967773438,1,4
2019p665661,175.171508789062,-38.3450317382812,1,3
2019p665661,175.391235351562,-40.3060913085938,1,4
2019p665661,176.204223632812,-38.5702514648438,1,4
2019p665661,176.852416992188,-39.6249389648438,3,3
2019p665661,175.665893554688,-39.8886108398438,1,3
2019p665661,175.028686523438,-39.9105834960938,2,4
2019p665661,175.578002929688,-40.3720092773438,2,3
2019p665661,176.907348632812,-39.5864868164062,1,3
2019p665661,175.918579101562,-38.6581420898438,8,5
2019p665661,175.610961914062,-40.4159545898438,1,3
2019p665661,173.941040039062,-41.5090942382812,1,3
2019p665661,175.501098632812,-40.2786254882812,1,3
2019p665661,174.995727539062,-39.9380493164062,1,3
2019p665661,176.039428710938,-38.7020874023438,1,3
2019p665661,173.875122070312,-39.1415405273438,1,3
2019p665661,175.105590820312,-40.7785034179688,2,4
2019p665661,174.083862304688,-39.0756225585938,19,5
2019p665661,175.698852539062,-39.6743774414062,1,3
2019p665661,174.226684570312,-39.0042114257812,2,3
2019p665661,176.105346679688,-38.5922241210938,3,4
2019p665661,176.028442382812,-38.5702514648438,1,4
2019p665661,174.973754882812,-39.9270629882812,1,3
2019p665661,176.885375976562,-39.5535278320312,1,3
2019p665661,175.995483398438,-38.6581420898438,1,4
2019p665661,174.072875976562,-39.0811157226562,13,5
2019p665661,175.380249023438,-40.3280639648438,1,3
2019p665661,174.984741210938,-40.9268188476562,3,3
2019p665661,174.402465820312,-38.9932250976562,1,4
2019p665661,175.149536132812,-39.9490356445312,1,3
2019p665661,172.479858398438,-43.3877563476562,1,3
2019p665661,175.764770507812,-38.5153198242188,1,4
2019p665661,175.237426757812,-40.4708862304688,3,5
2019p665661,175.424194335938,-40.2127075195312,1,6
2019p665661,175.369262695312,-38.7570190429688,3,4
2019p665661,175.621948242188,-39.6194458007812,1,3
2019p665661,175.072631835938,-39.9215698242188,7,4
2019p665661,174.984741210938,-40.8993530273438,1,3
2019p665661,174.314575195312,-39.0371704101562,1,3
2019p665661,174.786987304688,-41.3003540039062,1,3
2019p665661,175.918579101562,-38.9053344726562,2,7
2019p665661,175.808715820312,-38.5263061523438,1,4
2019p665661,176.852416992188,-39.6414184570312,2,4
2019p665661,174.995727539062,-40.9268188476562,2,3
2019p665661,176.094360351562,-38.6911010742188,50,6
2019p665661,175.391235351562,-40.2236938476562,2,4
2019p665661,175.797729492188,-39.6743774414062,4,4
2019p665661,176.028442382812,-38.7075805664062,13,5
2019p665661,175.171508789062,-38.8064575195312,1,4
2019p665661,175.226440429688,-38.8229370117188,1,4
2019p665661,174.896850585938,-39.7897338867188,1,3
2019p665661,-122.437133789062,37.6364135742188,1,5
2019p665661,174.105834960938,-39.0701293945312,14,4
2019p665661,175.391235351562,-37.9275512695312,1,3
2019p665661,176.896362304688,-39.4876098632812,4,4
2019p665661,174.347534179688,-38.9932250976562,1,3
2019p665661,175.588989257812,-40.3775024414062,5,4
2019p665661,174.094848632812,-39.4985961914062,1,3
2019p665661,175.182495117188,-38.7734985351562,1,3
2019p665661,174.995727539062,-39.9435424804688,1,3
2019p665661,175.259399414062,-38.8888549804688,5,5
2019p665661,174.094848632812,-39.0811157226562,7,4
2019p665661,175.138549804688,-39.8446655273438,1,3
2019p665661,176.083374023438,-38.6965942382812,26,5
2019p665661,175.358276367188,-38.5208129882812,2,5
2019p665661,174.292602539062,-39.3008422851562,1,3
2019p665661,174.896850585938,-41.2124633789062,1,3
2019p665661,174.083862304688,-39.0646362304688,8,4
2019p665661,174.951782226562,-41.2619018554688,3,6
2019p665661,174.468383789062,-38.9712524414062,3,3
2019p665661,176.127319335938,-38.5977172851562,1,4
2019p665661,175.182495117188,-38.2351684570312,1,3
2019p665661,175.336303710938,-38.2131958007812,1,3
2019p665661,176.885375976562,-39.5095825195312,6,4
2019p665661,174.226684570312,-39.4161987304688,1,3
2019p665661,175.610961914062,-40.3610229492188,12,4
2019p665661,175.369262695312,-38.9987182617188,5,5
2019p665661,175.413208007812,-39.4161987304688,2,5
2019p665661,175.017700195312,-39.9380493164062,2,4
2019p665661,175.797729492188,-38.5592651367188,1,4
2019p665661,175.830688476562,-40.4489135742188,1,3
2019p665661,175.490112304688,-39.4766235351562,1,4
2019p665661,174.808959960938,-36.9003295898438,1,3
2019p665661,176.028442382812,-38.7130737304688,1,5
2019p665661,174.402465820312,-39.5480346679688,1,3
2019p665661,174.028930664062,-39.0975952148438,1,3
2019p665661,176.314086914062,-37.7188110351562,1,3
2019p665661,175.490112304688,-39.7897338867188,1,4
2019p665661,175.039672851562,-39.9380493164062,2,3
2019p665661,173.875122070312,-41.5310668945312,1,3
2019p665661,176.050415039062,-38.6856079101562,20,5
2019p665661,176.226196289062,-38.0154418945312,1,3
2019p665661,175.786743164062,-38.5647583007812,1,5
2019p665661,175.567016601562,-40.2072143554688,5,4
2019p665661,175.204467773438,-38.0154418945312,1,3
2019p665661,175.951538085938,-38.5812377929688,1,4
2019p665661,174.325561523438,-39.2843627929688,2,3
2019p665661,175.588989257812,-40.3610229492188,2,4
2019p665661,175.665893554688,-40.3665161132812,1,3
2019p665661,175.039672851562,-39.9105834960938,3,3
2019p665661,174.984741210938,-41.1795043945312,1,5
2019p665661,175.984497070312,-38.6416625976562,3,4
2019p665661,174.061889648438,-39.0591430664062,21,5
2019p665661,176.951293945312,-39.6084594726562,2,3
2019p665661,175.215454101562,-39.9984741210938,3,4
2019p665661,176.896362304688,-39.5150756835938,4,3
2019p665661,174.050903320312,-39.1305541992188,2,4
2019p665661,175.764770507812,-38.3779907226562,1,4
2019p665661,175.665893554688,-40.3335571289062,1,3
2019p665661,173.995971679688,-39.4216918945312,1,3
2019p665661,174.094848632812,-39.0701293945312,17,5
2019p665661,174.325561523438,-39.0756225585938,1,3
2019p665661,175.929565429688,-38.5263061523438,1,5
2019p665661,174.050903320312,-39.1195678710938,3,4
2019p665661,175.753784179688,-38.9602661132812,1,3
2019p665661,175.775756835938,-38.3670043945312,5,4
2019p665661,175.270385742188,-37.8121948242188,1,3
2019p665661,175.138549804688,-38.0868530273438,1,3
2019p665661,175.050659179688,-36.7849731445312,1,8
2019p665661,176.138305664062,-37.7243041992188,1,3
2019p665661,175.610961914062,-40.0643920898438,1,4
2019p665661,175.149536132812,-39.9160766601562,1,3
2019p665661,174.204711914062,-39.1580200195312,2,3
2019p665661,175.786743164062,-38.9822387695312,2,5
2019p665661,175.193481445312,-38.3120727539062,1,4
2019p665661,175.940551757812,-38.9053344726562,2,6
2019p665661,173.930053710938,-39.2404174804688,1,4
2019p665661,175.764770507812,-38.3724975585938,2,5
2019p665661,176.017456054688,-38.7350463867188,1,5
2019p665661,175.479125976562,-40.1467895507812,1,3
2019p665661,175.753784179688,-40.3225708007812,1,4
2019p665661,175.226440429688,-38.2791137695312,1,3
2019p665661,173.864135742188,-39.1690063476562,1,3
2019p665661,175.830688476562,-38.6196899414062,1,4
2019p665661,175.314331054688,-38.8833618164062,4,4
2019p665661,176.017456054688,-38.7075805664062,8,5
2019p665661,169.172973632812,-45.0466918945312,1,3
2019p665661,175.226440429688,-38.4329223632812,1,4
2019p665661,176.105346679688,-38.7130737304688,7,6
2019p665661,175.391235351562,-40.1742553710938,1,3
2019p665661,174.028930664062,-39.0866088867188,2,3
2019p665661,175.830688476562,-39.7512817382812,1,4
2019p665661,174.841918945312,-41.1026000976562,2,4
2019p665661,175.556030273438,-40.3939819335938,1,3
2019p665661,175.764770507812,-38.8998413085938,4,6
2019p665661,176.215209960938,-38.1472778320312,1,3
2019p665661,175.753784179688,-40.2841186523438,5,4
2019p665661,175.171508789062,-38.3340454101562,3,3
2019p665661,174.138793945312,-39.0261840820312,2,3
2019p665661,174.116821289062,-39.0756225585938,1,3
2019p665661,175.226440429688,-40.4544067382812,2,3
2019p665661,176.841430664062,-39.6578979492188,3,4
2019p665661,171.304321289062,-42.4539184570312,1,3
2019p665661,174.995727539062,-40.9158325195312,1,4
2019p665661,175.995483398438,-38.6911010742188,4,5
2019p665661,174.061889648438,-39.1964721679688,1,3
2019p665661,175.841674804688,-38.5043334960938,1,4
2019p665661,175.358276367188,-39.3887329101562,1,5
2019p665661,175.753784179688,-38.9053344726562,5,6
2019p665661,176.072387695312,-38.7734985351562,2,5
2019p665661,174.677124023438,-38.6032104492188,1,3
2019p665661,176.940307617188,-39.7238159179688,1,3
2019p665661,176.896362304688,-39.6084594726562,1,3
2019p665661,174.072875976562,-39.1030883789062,4,3
2019p665661,175.951538085938,-38.6306762695312,1,4
2019p665661,174.292602539062,-39.4161987304688,1,3
2019p665661,175.764770507812,-38.8888549804688,2,5
2019p665661,174.083862304688,-39.1085815429688,2,4
2019p665661,175.424194335938,-40.2182006835938,3,4
2019p665661,176.863403320312,-39.5205688476562,7,3
2019p665661,175.687866210938,-39.8721313476562,1,4
2019p665661,174.468383789062,-38.9328002929688,1,3
2019p665661,175.160522460938,-38.8394165039062,2,4
2019p665661,175.632934570312,-40.3445434570312,1,8
2019p665661,174.149780273438,-39.0921020507812,2,4
2019p665661,175.907592773438,-38.9108276367188,2,6
2019p665661,175.490112304688,-40.1193237304688,1,4
2019p665661,174.072875976562,-39.0921020507812,14,4
2019p665661,176.841430664062,-39.6524047851562,1,3
2019p665661,175.050659179688,-39.9270629882812,13,4
2019p665661,173.952026367188,-39.1360473632812,1,3
2019p665661,175.786743164062,-39.8062133789062,1,3
2019p665661,175.215454101562,-39.9710083007812,1,3
2019p665661,173.193969726562,-41.3442993164062,1,3
2019p665661,174.940795898438,-41.2454223632812,1,3
2019p665661,175.292358398438,-40.4763793945312,1,4
2019p665661,174.050903320312,-39.0646362304688,21,5
2019p665661,175.424194335938,-40.2951049804688,2,3
2019p665661,174.116821289062,-39.1250610351562,1,4
2019p665661,175.578002929688,-40.3610229492188,1,3
2019p665661,174.050903320312,-39.0921020507812,7,5
2019p665661,175.885620117188,-38.5977172851562,2,4
2019p665661,175.786743164062,-38.5812377929688,1,5
2019p665661,176.885375976562,-39.5040893554688,2,3
2019p665661,175.182495117188,-38.2296752929688,1,3
2019p665661,175.940551757812,-39.7128295898438,1,5
2019p665661,175.226440429688,-38.8009643554688,1,4
2019p665661,175.248413085938,-38.8778686523438,4,4
2019p665661,175.160522460938,-38.3340454101562,3,5
2019p665661,175.567016601562,-39.9380493164062,2,4
2019p665661,175.402221679688,-39.4107055664062,3,3
2019p665661,175.610961914062,-40.3720092773438,2,3
2019p665661,175.369262695312,-40.0808715820312,1,3
2019p665661,176.863403320312,-39.5040893554688,8,3
2019p665661,174.226684570312,-39.0371704101562,2,5
2019p665661,174.028930664062,-39.1854858398438,1,4
2019p665661,174.094848632812,-39.1085815429688,1,3
2019p665661,176.116333007812,-38.5922241210938,1,4
2019p665661,175.665893554688,-39.4821166992188,2,4
2019p665661,173.776245117188,-39.2404174804688,2,4
2019p665661,175.380249023438,-40.0588989257812,2,3
2019p665661,174.094848632812,-39.0756225585938,10,4
2019p665661,175.786743164062,-39.6688842773438,3,4
