publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p705777,earthquake,2019-09-19T03:18:05.995Z,2019-09-19T03:20:49.148Z,167.426712,-45.08561707,2.213525849,59.62888336,M,,LOCSAT,confirmed,manual,iasp91,16,11,3,0.4253602922,194.0580215,0.4732846909,0
2019p705532,earthquake,2019-09-19T01:07:54.777Z,2019-10-15T02:54:42.181Z,166.2355347,-46.35963821,2.983418977,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,10,6,0.3644165397,283.9608078,1.502565481,0
2019p703508,earthquake,2019-09-18T07:09:14.828Z,2019-09-18T07:13:27.429Z,167.9269257,-44.51704407,2.266173558,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,7,0.1562702507,204.7506065,0.6819881787,0
2019p701983,earthquake,2019-09-17T17:37:03.998Z,2019-09-17T17:41:30.297Z,168.7602692,-44.53715897,2.362505463,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,6,0.3154004514,95.58865356,0.5681872884,0
2019p701227,earthquake,2019-09-17T10:54:07.307Z,2019-10-14T00:28:31.733Z,167.4473724,-45.09498596,2.577110634,103.5982132,M,,LOCSAT,confirmed,manual,iasp91,22,16,6,0.3746093214,189.9028473,0.4623229565,0
2019p699504,earthquake,2019-09-16T19:36:08.449Z,2019-10-11T03:42:11.357Z,167.3575745,-44.9046669,3.04284273,26.20254707,M,,LOCSAT,confirmed,manual,iasp91,29,18,7,0.4664343596,205.8693771,0.9233242672,0
2019p695631,earthquake,2019-09-15T09:12:14.420Z,2019-09-15T09:15:38.180Z,167.696228,-44.9196434,2.256142487,34.7069397,M,,LOCSAT,confirmed,manual,iasp91,16,10,5,0.2958279848,178.7641792,0.6722918062,0
2019p693503,earthquake,2019-09-14T14:18:33.048Z,2019-10-10T21:59:31.800Z,168.2392883,-44.60719681,3.258918775,65.6583252,M,,LOCSAT,confirmed,manual,iasp91,65,42,11,0.2329559326,133.1685085,1.11754632,0
2019p693042,earthquake,2019-09-14T10:13:08.723Z,2019-10-10T21:44:13.524Z,167.5929871,-44.93208313,2.827422057,48.73727798,M,,LOCSAT,confirmed,manual,iasp91,27,14,5,0.3511092663,182.7000465,0.8227302315,0
2019p692738,earthquake,2019-09-14T07:31:02.595Z,2019-09-14T07:42:46.896Z,168.3270569,-44.37586594,2.180564613,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,8,2,0.4130360484,183.8062935,0.634649143,0
2019p692378,earthquake,2019-09-14T04:19:05.432Z,2019-09-14T04:30:36.762Z,167.6126251,-45.00539398,3.944811362,48.23582077,M,,LOCSAT,confirmed,manual,iasp91,28,22,22,0.4001030624,170.5833282,0.4429585478,0
2019p691997,earthquake,2019-09-14T00:56:00.471Z,2019-09-14T00:59:45.469Z,167.1077118,-45.23803711,1.507623142,24.53181267,M,,LOCSAT,confirmed,manual,iasp91,12,9,1,0.228981629,234.4793968,0.3310577661,0
2019p691614,earthquake,2019-09-13T21:32:14.204Z,2019-09-13T21:39:40.757Z,167.3854065,-45.18587494,2.060176051,121.3557816,M,,LOCSAT,confirmed,manual,iasp91,11,7,3,0.3232910931,186.7388153,0.395074451,0
2019p690484,earthquake,2019-09-13T11:30:18.070Z,2019-10-03T04:32:59.042Z,167.4153748,-45.09720612,3.150709631,38.12994766,M,,LOCSAT,confirmed,manual,iasp91,25,15,5,0.3848291039,179.9969368,0.6129153338,0
2019p689902,earthquake,2019-09-13T06:20:04.166Z,2019-10-03T04:14:44.249Z,167.61763,-45.07122803,2.547823042,38.28826904,M,,LOCSAT,confirmed,manual,iasp91,23,13,4,0.4544261992,169.3726711,0.9149713146,0
2019p689231,earthquake,2019-09-13T00:22:45.073Z,2019-10-03T04:06:36.939Z,167.3853302,-45.21371841,2.779797086,55.22166824,M,,LOCSAT,confirmed,manual,iasp91,23,14,6,0.299554497,169.7641907,0.5580296668,0
2019p686101,earthquake,2019-09-11T20:35:04.646Z,2019-09-11T20:56:07.544Z,167.7918854,-44.61684036,1.747686591,6.122985363,M,,LOCSAT,confirmed,manual,iasp91,13,8,1,0.1113975942,205.1556358,0.9019800297,0
2019p684738,earthquake,2019-09-11T08:28:38.070Z,2019-09-11T08:32:20.017Z,168.4144135,-44.46413803,2.000209927,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,6,3,0.4067251682,155.5442314,0.7027890166,0
2019p684674,earthquake,2019-09-11T07:54:48.446Z,2019-10-02T04:46:01.875Z,168.4114838,-44.46286774,2.484571076,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,15,5,0.4015179276,156.1474037,0.5957542508,0
2019p684614,earthquake,2019-09-11T07:22:35.285Z,2019-09-11T07:43:16.570Z,168.4061279,-44.45475388,2.416153327,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,5,0.4066459537,158.3546791,0.6444585811,0
2019p684357,earthquake,2019-09-11T05:05:53.743Z,2019-09-11T05:12:04.598Z,168.3046417,-44.38949585,2.35753237,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,9,5,0.3920816183,184.2169724,0.6268261472,0
2019p681830,earthquake,2019-09-10T06:39:29.254Z,2019-09-10T06:41:46.355Z,167.9197693,-44.5204277,1.793547448,21.80990028,M,,LOCSAT,confirmed,manual,iasp91,12,8,2,0.1529597938,204.9116592,0.4578809994,0
2019p681548,earthquake,2019-09-10T04:09:19.407Z,2019-10-02T02:19:07.657Z,166.0294342,-46.34909058,3.173152987,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,5,0.4874744117,291.1732216,1.032231298,0
2019p681340,earthquake,2019-09-10T02:18:00.479Z,2019-09-10T02:22:29.770Z,167.1551056,-45.52757263,2.147891141,66.29718781,M,,LOCSAT,confirmed,manual,iasp91,18,11,4,0.06287419796,151.7270203,0.374683991,0
2019p680641,earthquake,2019-09-09T20:05:38.317Z,2019-09-09T20:09:57.114Z,166.9093323,-45.18174744,2.439999089,11.74947071,M,,LOCSAT,confirmed,manual,iasp91,10,7,5,0.3312996328,226.0599976,0.3381850019,0
2019p679176,earthquake,2019-09-09T07:05:02.625Z,2019-09-09T07:09:33.808Z,166.7953949,-45.63793564,2.726050146,26.24334335,M,,LOCSAT,confirmed,manual,iasp91,12,8,4,0.3055161834,220.1036377,0.2648957478,0
2019p678610,earthquake,2019-09-09T02:03:39.017Z,2019-09-09T02:09:02.531Z,168.3013611,-44.40299225,2.372969982,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,8,3,0.3807496727,182.0717888,0.6331649818,0
2019p673455,earthquake,2019-09-07T04:17:05.199Z,2019-09-30T20:09:58.870Z,167.29953,-45.41533279,3.233216426,63.56742859,M,,LOCSAT,confirmed,manual,iasp91,22,11,9,0.1140360162,146.8543854,0.3961052191,0
